id,district_code
school-42869,lga0cd900c07cca
school-42870,lga7d9d7fde79ba
school-42871,lga0cd900c07cca
school-42872,act-territory
school-42873,act-territory
school-42874,lga7d9d7fde79ba
school-42875,lga0cd900c07cca
school-42876,lgaf2bf679736f0
school-42877,lga0cd900c07cca
school-42878,lga0cd900c07cca
school-42879,lgaf2bf679736f0
school-42880,lga80114cd78624
school-42881,lga0cd900c07cca
school-42882,lga7d9d7fde79ba
school-42883,lga641dd61419d6
school-42884,lga641dd61419d6
school-42885,lga85982bdf6538
school-42886,lga0cd900c07cca
school-42887,lga7d9d7fde79ba
school-42888,lga3d4e330d3d14
school-42889,lga641dd61419d6
school-42890,lga7d9d7fde79ba
school-42891,lga3d4e330d3d14
school-42892,lga641dd61419d6
school-42893,lga641dd61419d6
school-42894,act-territory
school-42895,lga7d9d7fde79ba
school-42896,lga7d9d7fde79ba
school-42897,lgab418fd9e27ef
school-42898,lgaf2bf679736f0
school-42899,lga0cd900c07cca
school-42900,lga7d9d7fde79ba
school-42901,lgab418fd9e27ef
school-42902,lga641dd61419d6
school-42903,lga641dd61419d6
school-42904,lgab418fd9e27ef
school-42905,lgaf2bf679736f0
school-42906,lga0cd900c07cca
school-42907,lgad764fa589d34
school-42908,lga85982bdf6538
school-42909,lga0cd900c07cca
school-42910,lga4ad25c8d4bff
school-42911,lga641dd61419d6
school-42912,lga0cd900c07cca
school-42913,lga0cd900c07cca
school-42914,act-territory
school-42915,lga80114cd78624
school-42916,lga3d4e330d3d14
school-42917,lgab418fd9e27ef
school-42918,lga0cd900c07cca
school-42919,lga7d9d7fde79ba
school-42920,lga641dd61419d6
school-42921,lga0cd900c07cca
school-42922,lga323b4f634457
school-42923,lgaf2bf679736f0
school-42924,lga7d9d7fde79ba
school-42925,lga0cd900c07cca
school-42926,lga4ad25c8d4bff
school-42927,lgad764fa589d34
school-42928,lga0cd900c07cca
school-42929,lga641dd61419d6
school-42930,act-territory
school-42931,lga3d4e330d3d14
school-42932,lga0cd900c07cca
school-42933,lga0cd900c07cca
school-42934,lga641dd61419d6
school-42935,lga3d4e330d3d14
school-42936,lga7d9d7fde79ba
school-42937,lga641dd61419d6
school-42938,lga0cd900c07cca
school-42939,lga7d9d7fde79ba
school-42940,lga0225a5333667
school-42941,lgac20f675def30
school-42942,lga810ab3c44f0d
school-42943,lga098f9fe7f215
school-42944,lgafc572f6f5703
school-42945,lga810ab3c44f0d
school-42946,lgab3e830b62e1e
school-42947,lga34a3bdace333
school-42948,lgae62d9de9e5f2
school-42949,lga744f59098827
school-42950,lga0225a5333667
school-42951,lga0225a5333667
school-42952,lga0225a5333667
school-42954,lga7ebdb393dc63
school-42955,lgaf5ba98e26208
school-42956,lga9a31571bf3db
school-42957,lgab3e830b62e1e
school-42958,lgae1f1f44fdff5
school-42959,lga8a9daa01dafd
school-42960,lgaaf23d74843f3
school-42961,lga7fcb85bf145f
school-42962,lgaf5ba98e26208
school-42963,lga810ab3c44f0d
school-42964,lga810ab3c44f0d
school-42965,lgac8a09bf5509c
school-42966,lga358636703171
school-42967,lga884d7f3e1aaf
school-42968,lgae1f1f44fdff5
school-42969,lgaf5ba98e26208
school-42970,lgae1f1f44fdff5
school-42971,lga884d7f3e1aaf
school-42972,lgac20f675def30
school-42973,lgac20f675def30
school-42974,lga810ab3c44f0d
school-42975,lgac20f675def30
school-42976,lga098f9fe7f215
school-42978,lgae1f1f44fdff5
school-42979,lgac20f675def30
school-42980,lgac11006b943bb
school-42981,lgafc572f6f5703
school-42982,lgac20f675def30
school-42983,lga439d331153ef
school-42984,lga94484cf6e0e2
school-42985,lga884d7f3e1aaf
school-42986,lga744f59098827
school-42987,lga358636703171
school-42988,lga9a31571bf3db
school-42989,lgac8a09bf5509c
school-42990,lga521465c2ad4a
school-42991,lga28f729e1ef22
school-42992,lgaf5ba98e26208
school-42993,lga521465c2ad4a
school-42994,lga94484cf6e0e2
school-42995,lga098f9fe7f215
school-42996,lga358636703171
school-42997,lga521465c2ad4a
school-42998,lgaf081be0c5dd7
school-42999,lga521465c2ad4a
school-43000,lga098f9fe7f215
school-43001,lgae13aad3a393a
school-43002,lga8a9daa01dafd
school-43003,lgaf5ba98e26208
school-43004,lga521465c2ad4a
school-43005,lgab3e830b62e1e
school-43007,lgae1f1f44fdff5
school-43008,lgaf5ba98e26208
school-43009,lga810ab3c44f0d
school-43010,lgaf081be0c5dd7
school-43011,lgab3e830b62e1e
school-43012,lgae1f1f44fdff5
school-43013,lga521465c2ad4a
school-43014,lgae1f1f44fdff5
school-43015,lgae1f1f44fdff5
school-43016,lgac20f675def30
school-43017,lgac1eaec79c7a7
school-43018,lgae1f1f44fdff5
school-43019,lgab3e830b62e1e
school-43020,lga94484cf6e0e2
school-43021,lga6f94e50be65d
school-43022,lga098f9fe7f215
school-43023,lga7ebdb393dc63
school-43024,lga34a3bdace333
school-43025,lga34a3bdace333
school-43026,lga098f9fe7f215
school-43027,lga884d7f3e1aaf
school-43028,lga884d7f3e1aaf
school-43029,lgaf5ba98e26208
school-43030,lgac8a09bf5509c
school-43031,lga9a31571bf3db
school-43032,lga098f9fe7f215
school-43033,lga098f9fe7f215
school-43034,lga521465c2ad4a
school-43035,lga7ebdb393dc63
school-43036,lgae1f1f44fdff5
school-43037,lgac20f675def30
school-43038,lgacada9a10e321
school-43039,lga439d331153ef
school-43040,lga7fcb85bf145f
school-43041,lgac1eaec79c7a7
school-43042,lga34a3bdace333
school-43043,lga098f9fe7f215
school-43044,lga34a3bdace333
school-43046,lga8a9daa01dafd
school-43047,lgaf5ba98e26208
school-43048,lgae62d9de9e5f2
school-43049,lga6bae9beb633e
school-43050,lga098f9fe7f215
school-43051,lgac20f675def30
school-43052,lga884d7f3e1aaf
school-43053,lgaf081be0c5dd7
school-43054,lgaf081be0c5dd7
school-43057,lgac20f675def30
school-43058,lga358636703171
school-43059,lgae1f1f44fdff5
school-43061,lgae1f1f44fdff5
school-43062,lgaf5ba98e26208
school-43063,lgac20f675def30
school-43064,lgae62d9de9e5f2
school-43065,lgae62d9de9e5f2
school-43066,lga098f9fe7f215
school-43067,lga098f9fe7f215
school-43068,lgaf5ba98e26208
school-43069,lga884d7f3e1aaf
school-43071,lga7ebdb393dc63
school-43072,lga34a3bdace333
school-43073,lgafc572f6f5703
school-43074,lga6f94e50be65d
school-43075,lga34a3bdace333
school-43076,lga0225a5333667
school-43077,lga0225a5333667
school-43079,lga744f59098827
school-43080,lga7ebdb393dc63
school-43081,lga6bae9beb633e
school-43082,lga7ebdb393dc63
school-43083,lgac20f675def30
school-43084,lga521465c2ad4a
school-43085,lgac20f675def30
school-43086,lgac20f675def30
school-43087,lgae62d9de9e5f2
school-43088,lga358636703171
school-43089,lga7ebdb393dc63
school-43090,lga0225a5333667
school-43091,lgac20f675def30
school-43092,lga098f9fe7f215
school-43093,lga7ebdb393dc63
school-43094,lga358636703171
school-43095,lgae1f1f44fdff5
school-43096,lga7ebdb393dc63
school-43097,lga098f9fe7f215
school-43098,lga0225a5333667
school-43099,lgaf5ba98e26208
school-43100,lga521465c2ad4a
school-43101,lga7ebdb393dc63
school-43102,lga34a3bdace333
school-43103,lga358636703171
school-43104,lgafc572f6f5703
school-43105,lgac20f675def30
school-43106,lga9a31571bf3db
school-43107,lga521465c2ad4a
school-43108,lga7fcb85bf145f
school-43109,lga810ab3c44f0d
school-43110,lga439d331153ef
school-43111,lga94484cf6e0e2
school-43112,lgae62d9de9e5f2
school-43113,lgaaf23d74843f3
school-43114,lgab3e830b62e1e
school-43115,lgac20f675def30
school-43116,lga7ebdb393dc63
school-43117,lgac8a09bf5509c
school-43118,lgac1eaec79c7a7
school-43119,lga8a9daa01dafd
school-43120,lga0225a5333667
school-43121,lga884d7f3e1aaf
school-43122,lga098f9fe7f215
school-43123,lgae1f1f44fdff5
school-43124,lgac20f675def30
school-43125,lga521465c2ad4a
school-43126,lga6f94e50be65d
school-43127,lga84c5e8170895
school-43128,lga3d4e330d3d14
school-43129,lga84c5e8170895
school-43130,lgad764fa589d34
school-43131,lga4ad25c8d4bff
school-43132,lgae13aad3a393a
school-43133,lga2f576c5dcf45
school-43134,lga4ad25c8d4bff
school-43135,lgaba86e982b581
school-43136,lga323b4f634457
school-43138,lgaf2bf679736f0
school-43139,lgaf2bf679736f0
school-43140,lga9a31571bf3db
school-43141,lgaba86e982b581
school-43142,lga7fcb85bf145f
school-43143,lga3d4e330d3d14
school-43144,lgae13aad3a393a
school-43145,act-territory
school-43146,lgac1f0900055b8
school-43147,lga84c5e8170895
school-43148,lgacf26b7440ad6
school-43149,lga80114cd78624
school-43150,lgae13aad3a393a
school-43151,lga3d4e330d3d14
school-43152,lgaf2bf679736f0
school-43153,lgad764fa589d34
school-43154,lgae13aad3a393a
school-43155,lgae04a9b8beff3
school-43156,lgae04a9b8beff3
school-43157,lgab64f14d6026f
school-43158,lgab64f14d6026f
school-43159,lgab64f14d6026f
school-43160,lga88366278284a
school-43161,lgae04a9b8beff3
school-43162,lgaf1f1eef13783
school-43163,lgab64f14d6026f
school-43164,lga5971dfaf3433
school-43165,lgaf1f1eef13783
school-43166,lgaf1f1eef13783
school-43167,lga5c7223f40d56
school-43168,lgaa70ee11ecfe2
school-43169,lgab64f14d6026f
school-43170,lga5c7223f40d56
school-43171,lga5c7223f40d56
school-43172,lga5c7223f40d56
school-43173,lga5c7223f40d56
school-43174,lga5971dfaf3433
school-43175,lgaa70ee11ecfe2
school-43176,lgae04a9b8beff3
school-43177,lgae04a9b8beff3
school-43178,lgaf1f1eef13783
school-43179,lgab64f14d6026f
school-43180,lgaa70ee11ecfe2
school-43181,lgaf1f1eef13783
school-43182,lgab64f14d6026f
school-43183,lga5c7223f40d56
school-43184,lgab64f14d6026f
school-43185,lga5971dfaf3433
school-43186,lga5971dfaf3433
school-43187,lga5971dfaf3433
school-43188,lgaf1f1eef13783
school-43189,lgaf1f1eef13783
school-43190,lgab64f14d6026f
school-43191,lgab64f14d6026f
school-43192,lga88366278284a
school-43193,lgab64f14d6026f
school-43194,lgab64f14d6026f
school-43195,lga5971dfaf3433
school-43196,lgaf1f1eef13783
school-43197,lgaf1f1eef13783
school-43198,lgab64f14d6026f
school-43199,lgaa70ee11ecfe2
school-43200,lga5c7223f40d56
school-43201,lga5c7223f40d56
school-43202,lga88366278284a
school-43203,lga5971dfaf3433
school-43204,lgaf1f1eef13783
school-43205,lgab64f14d6026f
school-43206,lgae04a9b8beff3
school-43207,lgab64f14d6026f
school-43208,lgab64f14d6026f
school-43209,lgab64f14d6026f
school-43210,lga88366278284a
school-43211,lgab64f14d6026f
school-43212,lgaf1f1eef13783
school-43213,lga5971dfaf3433
school-43214,lgab64f14d6026f
school-43215,lga5c7223f40d56
school-43216,lgaf1f1eef13783
school-43217,lgae04a9b8beff3
school-43218,lga5c7223f40d56
school-43219,lga5c7223f40d56
school-43220,lgaf1f1eef13783
school-43221,lgab64f14d6026f
school-43222,lgab64f14d6026f
school-43223,lgaf1f1eef13783
school-43224,lgae04a9b8beff3
school-43225,lgab64f14d6026f
school-43226,lga5971dfaf3433
school-43227,lgab64f14d6026f
school-43228,lgaa70ee11ecfe2
school-43229,lga5971dfaf3433
school-43230,lga8f7ed7c51d73
school-43231,lga4ab258f19347
school-43232,lga4ab258f19347
school-43233,lga8f7ed7c51d73
school-43234,lga5971dfaf3433
school-43235,lgaef8006a5824e
school-43236,lga4ab258f19347
school-43237,lga4ab258f19347
school-43238,lga4ab258f19347
school-43239,lga5971dfaf3433
school-43240,lga4ab258f19347
school-43241,lga1bf4b9703dd4
school-43242,lga4ab258f19347
school-43243,lga1bf4b9703dd4
school-43244,lga1bf4b9703dd4
school-43245,lga539121ae6aa1
school-43246,lga4ab258f19347
school-43247,lga4ab258f19347
school-43248,lga4ab258f19347
school-43249,lga4ab258f19347
school-43250,lga4ab258f19347
school-43251,lgaef8006a5824e
school-43252,lga8f7ed7c51d73
school-43253,lga539121ae6aa1
school-43254,lga539121ae6aa1
school-43255,lga1bf4b9703dd4
school-43256,lga1bf4b9703dd4
school-43257,lga1bf4b9703dd4
school-43258,lga1bf4b9703dd4
school-43259,lga539121ae6aa1
school-43260,lga8f7ed7c51d73
school-43261,lga539121ae6aa1
school-43262,lgaef8006a5824e
school-43263,lga1bf4b9703dd4
school-43264,lga1bf4b9703dd4
school-43265,lga1bf4b9703dd4
school-43266,lga1bf4b9703dd4
school-43267,lga1bf4b9703dd4
school-43268,lga4ab258f19347
school-43269,lgaef8006a5824e
school-43270,lga1bf4b9703dd4
school-43271,lga8f7ed7c51d73
school-43272,lga4ab258f19347
school-43274,lga2e987509b39d
school-43275,lgaf0c8381b1cf5
school-43276,lgad0c3084d5c41
school-43277,lga2e987509b39d
school-43278,lga81c3e6b6c380
school-43279,lga945cdd1aa041
school-43280,lga945cdd1aa041
school-43281,lga6878096e3730
school-43282,lga945cdd1aa041
school-43283,lga945cdd1aa041
school-43284,lgac07fca595aa9
school-43285,lga2e987509b39d
school-43286,lga2e987509b39d
school-43287,lga54c309a48d69
school-43288,lga945cdd1aa041
school-43289,lga81c3e6b6c380
school-43290,lgac07fca595aa9
school-43291,lga2e987509b39d
school-43292,lgac07fca595aa9
school-43293,lgac07fca595aa9
school-43294,lga376d180b8860
school-43295,lgac07fca595aa9
school-43296,lgaf0c8381b1cf5
school-43297,lga6878096e3730
school-43298,lga945cdd1aa041
school-43299,lgaec6b5514c536
school-43300,lgac07fca595aa9
school-43301,lga945cdd1aa041
school-43302,lga945cdd1aa041
school-43303,lgac07fca595aa9
school-43304,lgac07fca595aa9
school-43305,lgac07fca595aa9
school-43306,lga376d180b8860
school-43307,lga945cdd1aa041
school-43308,lgac07fca595aa9
school-43309,lga376d180b8860
school-43310,lga945cdd1aa041
school-43311,lga945cdd1aa041
school-43312,lga945cdd1aa041
school-43313,lga54c309a48d69
school-43314,lga376d180b8860
school-43315,lga945cdd1aa041
school-43316,lgac07fca595aa9
school-43317,lga376d180b8860
school-43318,lga376d180b8860
school-43319,lga945cdd1aa041
school-43320,lga2e987509b39d
school-43321,lga6878096e3730
school-43322,lga945cdd1aa041
school-43323,lgac07fca595aa9
school-43324,lgac07fca595aa9
school-43325,lga0cd900c07cca
school-43326,lgae1e88444b382
school-43327,lgae1e88444b382
school-43328,lga641dd61419d6
school-43329,lga7d9d7fde79ba
school-43330,lga2a2057496fb7
school-43331,lga7d9d7fde79ba
school-43332,lgab418fd9e27ef
school-43333,lga0cd900c07cca
school-43334,lga2a2057496fb7
school-43335,lgae1e88444b382
school-43336,lga0cd900c07cca
school-43337,lga0cd900c07cca
school-43338,lgae1e88444b382
school-43340,lga0cd900c07cca
school-43341,lga0cd900c07cca
school-43342,lgae1e88444b382
school-43343,lga85982bdf6538
school-43344,lga641dd61419d6
school-43345,lgab418fd9e27ef
school-43346,lgab418fd9e27ef
school-43347,lga2a2057496fb7
school-43348,lga641dd61419d6
school-43349,lga6ea491feb08f
school-43350,lga0cd900c07cca
school-43351,lgae1e88444b382
school-43352,lgae1e88444b382
school-43353,lga7d9d7fde79ba
school-43354,lga0cd900c07cca
school-43355,lga0cd900c07cca
school-43356,lga0cd900c07cca
school-43357,lga0cd900c07cca
school-43359,lga7d9d7fde79ba
school-43360,lga7d9d7fde79ba
school-43361,lgaa5101cb3dc0e
school-43362,lga695a89c7b19b
school-43363,lgaa5101cb3dc0e
school-43364,lga5c7223f40d56
school-43365,lga5c7223f40d56
school-43366,lgaa5101cb3dc0e
school-43367,lgacf41226610f4
school-43368,lgacf41226610f4
school-43369,lgacf41226610f4
school-43370,lgacf41226610f4
school-43371,lga2e3aa047bd58
school-43372,lga695a89c7b19b
school-43373,lga2e3aa047bd58
school-43374,lga7aa37c79c7ff
school-43375,lga0f45891fa7ad
school-43376,lga06490af4f38a
school-43377,lga06490af4f38a
school-43378,lga06490af4f38a
school-43379,lga695a89c7b19b
school-43380,lga695a89c7b19b
school-43381,lga06490af4f38a
school-43382,lgacf41226610f4
school-43383,lgac6194db78942
school-43384,lga9b7881f1ee35
school-43385,lga5591321694d6
school-43386,lga09dd4fbbc477
school-43387,lgaf06f63452dec
school-43388,lgaf06f63452dec
school-43389,lga09dd4fbbc477
school-43390,lgac6194db78942
school-43391,lgadd72d6dc964c
school-43392,lgacf41226610f4
school-43393,lga695a89c7b19b
school-43394,lga20e7710cab71
school-43395,lgaf06f63452dec
school-43396,lgaa5101cb3dc0e
school-43397,lgacf41226610f4
school-43398,lga20e7710cab71
school-43399,lgadd72d6dc964c
school-43400,lgac6194db78942
school-43401,lgaa5101cb3dc0e
school-43402,lga605d8cdb0eb8
school-43403,lga06490af4f38a
school-43404,lgaf06f63452dec
school-43405,lgacf41226610f4
school-43406,lga20e7710cab71
school-43407,lga605d8cdb0eb8
school-43408,lgacf41226610f4
school-43409,lgac6194db78942
school-43410,lgaa5101cb3dc0e
school-43411,lga06490af4f38a
school-43412,lga11ee462056ba
school-43413,lgaf99ae76baba3
school-43414,lga695a89c7b19b
school-43415,lga09dd4fbbc477
school-43416,lga695a89c7b19b
school-43417,lga695a89c7b19b
school-43418,lgacf41226610f4
school-43419,lga83ebf8381de8
school-43420,lgaa5101cb3dc0e
school-43421,lga5c7223f40d56
school-43422,lga11ee462056ba
school-43423,lga11ee462056ba
school-43424,lga09dd4fbbc477
school-43426,lga09dd4fbbc477
school-43427,lga09dd4fbbc477
school-43428,lgaa5101cb3dc0e
school-43429,lga20e7710cab71
school-43430,lga695a89c7b19b
school-43431,lga09dd4fbbc477
school-43432,lga20e7710cab71
school-43433,lgac6194db78942
school-43434,lga11ee462056ba
school-43435,lgac6194db78942
school-43436,lga11ee462056ba
school-43437,lga9b7881f1ee35
school-43438,lgaa5101cb3dc0e
school-43439,lga20e7710cab71
school-43441,lga2e3aa047bd58
school-43442,lga605d8cdb0eb8
school-43443,lgacf41226610f4
school-43444,lgacf41226610f4
school-43445,lga2e3aa047bd58
school-43446,lgacf41226610f4
school-43447,lga09dd4fbbc477
school-43448,lga09dd4fbbc477
school-43449,lga5c7223f40d56
school-43450,lgacf41226610f4
school-43451,lga2e3aa047bd58
school-43452,lga695a89c7b19b
school-43453,lga0f45891fa7ad
school-43454,lga20e7710cab71
school-43455,lga2e3aa047bd58
school-43456,lgacf41226610f4
school-43457,lga06490af4f38a
school-43458,lga2e3aa047bd58
school-43459,lgaa5101cb3dc0e
school-43460,lga5b48a02a6055
school-43461,lga5b48a02a6055
school-43462,lgaa5101cb3dc0e
school-43463,lgac6194db78942
school-43464,lga605d8cdb0eb8
school-43465,lgacf41226610f4
school-43466,lga605d8cdb0eb8
school-43467,lga7aa37c79c7ff
school-43468,lgac6194db78942
school-43469,lgacf41226610f4
school-43470,lga11ee462056ba
school-43471,lgaa5101cb3dc0e
school-43472,lgacf41226610f4
school-43473,lga09dd4fbbc477
school-43474,lga5c7223f40d56
school-43475,lga695a89c7b19b
school-43476,lga695a89c7b19b
school-43477,lga695a89c7b19b
school-43478,lga570242050fb9
school-43479,lga09dd4fbbc477
school-43480,lga2e3aa047bd58
school-43481,lga09dd4fbbc477
school-43482,lga09dd4fbbc477
school-43483,lgacf41226610f4
school-43484,lga06490af4f38a
school-43485,lgac6194db78942
school-43486,lgac6194db78942
school-43487,lgac6194db78942
school-43488,lga06490af4f38a
school-43489,lga11ee462056ba
school-43492,lgac6194db78942
school-43493,lgac6194db78942
school-43494,lga06490af4f38a
school-43497,lga20e7710cab71
school-43498,lgaf06f63452dec
school-43499,lgacf41226610f4
school-43500,lga20e7710cab71
school-43501,lgaf99ae76baba3
school-43502,lga11ee462056ba
school-43503,lga11ee462056ba
school-43504,lga11ee462056ba
school-43505,lgacd5e92fad2d8
school-43506,lgacd5e92fad2d8
school-43507,lga14af0b5e48b8
school-43508,lgab59cd333b8fb
school-43509,lgab9f1c7ce8f4c
school-43510,lga123b323d59f1
school-43511,lgaf047d6867b53
school-43512,lga14af0b5e48b8
school-43513,lgaf047d6867b53
school-43514,lgab59cd333b8fb
school-43515,lgaee0b3901a073
school-43516,lgaee0b3901a073
school-43517,lga4774a2311524
school-43518,lgac030388b8cd2
school-43519,lga142c33281bd2
school-43520,lga18e02c07dc3d
school-43521,lga35f80aa51641
school-43522,lga35f80aa51641
school-43523,lgab9f1c7ce8f4c
school-43524,lgaee0b3901a073
school-43525,lga123b323d59f1
school-43526,lgac030388b8cd2
school-43527,lgac030388b8cd2
school-43528,lga18e02c07dc3d
school-43529,lga18e02c07dc3d
school-43530,lga18e02c07dc3d
school-43531,lgacd5e92fad2d8
school-43532,lgac030388b8cd2
school-43533,lgac030388b8cd2
school-43534,lga18e02c07dc3d
school-43535,lgaf047d6867b53
school-43536,lga14af0b5e48b8
school-43537,lgaee0b3901a073
school-43538,lga18e02c07dc3d
school-43539,lgacd5e92fad2d8
school-43540,lga18e02c07dc3d
school-43541,lgac030388b8cd2
school-43542,lga35f80aa51641
school-43543,lga4774a2311524
school-43544,lgaee0b3901a073
school-43545,lga14af0b5e48b8
school-43546,lgaf047d6867b53
school-43547,lgac030388b8cd2
school-43548,lgab3e830b62e1e
school-43549,lga810ab3c44f0d
school-43550,lga358636703171
school-43551,lga521465c2ad4a
school-43552,lga6f94e50be65d
school-43553,lgac20f675def30
school-43554,lga810ab3c44f0d
school-43555,lga098f9fe7f215
school-43556,lga098f9fe7f215
school-43557,lga098f9fe7f215
school-43558,lga098f9fe7f215
school-43559,lgae1f1f44fdff5
school-43560,lga810ab3c44f0d
school-43561,lgac8a09bf5509c
school-43562,lgac20f675def30
school-43563,lgac20f675def30
school-43564,lga810ab3c44f0d
school-43565,lgae1f1f44fdff5
school-43566,lga439d331153ef
school-43567,lga521465c2ad4a
school-43568,lgaf5ba98e26208
school-43569,lgae1f1f44fdff5
school-43570,lgae1f1f44fdff5
school-43571,lga7ebdb393dc63
school-43572,lga7ebdb393dc63
school-43573,lgaf5ba98e26208
school-43574,lgae1f1f44fdff5
school-43575,lgac20f675def30
school-43576,lgac20f675def30
school-43577,lgaf5ba98e26208
school-43578,lga098f9fe7f215
school-43579,lgac20f675def30
school-43580,lga7ebdb393dc63
school-43581,lgac11006b943bb
school-43582,lgae62d9de9e5f2
school-43583,lga744f59098827
school-43584,lga0225a5333667
school-43585,lgaaf23d74843f3
school-43586,lga7fcb85bf145f
school-43587,lga51b9dd5e4b10
school-43588,lgafc572f6f5703
school-43589,lga83191133e290
school-43590,lga2da097abc8d4
school-43591,lgac1eaec79c7a7
school-43592,lga94484cf6e0e2
school-43593,lga34a3bdace333
school-43594,lga34a3bdace333
school-43595,lgac1eaec79c7a7
school-43596,lga34a3bdace333
school-43597,lga6bae9beb633e
school-43598,lgadf196edd3a41
school-43599,lgadf196edd3a41
school-43600,lgadf196edd3a41
school-43602,lga65578b143ce4
school-43603,lga300d9d5a512d
school-43604,lgaf98b58f75ce9
school-43605,lgadaad9912738b
school-43606,lga39ec9e1d0913
school-43607,lga300d9d5a512d
school-43608,lgaf4a6cf558a8a
school-43609,lgadaad9912738b
school-43610,lga65578b143ce4
school-43611,lgac0f7797e00fa
school-43612,lga34d12d967e41
school-43613,lgad7e92686b3d6
school-43614,lgaf6fd06a65e40
school-43615,lga39ec9e1d0913
school-43616,lga84c5e8170895
school-43619,lgaf4a6cf558a8a
school-43620,lga03a912e8133a
school-43621,lga03a912e8133a
school-43622,lga03a912e8133a
school-43623,lga03a912e8133a
school-43624,lga03a912e8133a
school-43625,lga03a912e8133a
school-43626,lga03a912e8133a
school-43627,lga34d12d967e41
school-43628,lgadf196edd3a41
school-43629,lgaf4a6cf558a8a
school-43630,lga18e5bcb45b78
school-43631,lgaeea486bb6672
school-43632,lga28f729e1ef22
school-43633,lga1743293bd69b
school-43634,lga18e5bcb45b78
school-43635,lgaeea486bb6672
school-43636,lga3c104304a892
school-43637,lga3c104304a892
school-43638,lga28f729e1ef22
school-43639,lga82e6422289a3
school-43640,lgaeea486bb6672
school-43641,lgaeea486bb6672
school-43642,lgaeea486bb6672
school-43643,lga7872e04f6637
school-43644,lgae8f4144e136c
school-43645,lga6dc87a14cedf
school-43646,lga8a9daa01dafd
school-43647,lgac6271e9e61d3
school-43648,lga28f729e1ef22
school-43649,lgaeff98a987ea8
school-43650,lga3b472eeffd4e
school-43651,lga1743293bd69b
school-43652,lgaeea486bb6672
school-43653,lga18e5bcb45b78
school-43654,lga35f80aa51641
school-43655,lgaa5101cb3dc0e
school-43656,lgaef8006a5824e
school-43657,lga570242050fb9
school-43658,lga0cd900c07cca
school-43659,lgae1e88444b382
school-43660,lga8f7ed7c51d73
school-43661,lgacf41226610f4
school-43662,lga5b48a02a6055
school-43663,lga0cd900c07cca
school-43664,lgaf06f63452dec
school-43665,lga1bf4b9703dd4
school-43666,lga7aa37c79c7ff
school-43667,lgaa5101cb3dc0e
school-43668,lga83ebf8381de8
school-43669,lgab418fd9e27ef
school-43670,lga2a2057496fb7
school-43671,lga4ab258f19347
school-43672,lga605d8cdb0eb8
school-43673,lgadd72d6dc964c
school-43674,lga605d8cdb0eb8
school-43675,lga570242050fb9
school-43676,lga7aa37c79c7ff
school-43677,lga4ab258f19347
school-43678,lgaf1f1eef13783
school-43679,lgacf41226610f4
school-43680,lgaf99ae76baba3
school-43681,lga8f7ed7c51d73
school-43682,lga539121ae6aa1
school-43683,lga5971dfaf3433
school-43684,lga570242050fb9
school-43685,lga539121ae6aa1
school-43686,lga0f45891fa7ad
school-43687,lgac6194db78942
school-43688,lgaa5101cb3dc0e
school-43689,lga098f9fe7f215
school-43690,lga8f7ed7c51d73
school-43691,lgafc572f6f5703
school-43692,lga539121ae6aa1
school-43693,lga5971dfaf3433
school-43694,lgacf41226610f4
school-43695,lgae04a9b8beff3
school-43696,lga2a2057496fb7
school-43697,lgae1e88444b382
school-43698,lga5c7223f40d56
school-43699,lgacf41226610f4
school-43700,lga4ab258f19347
school-43701,lga945cdd1aa041
school-43702,lgac20f675def30
school-43703,lga4ab258f19347
school-43704,lga376d180b8860
school-43705,lga09dd4fbbc477
school-43707,lgae1e88444b382
school-43708,lgac6194db78942
school-43710,lgaa5101cb3dc0e
school-43711,lgaf047d6867b53
school-43713,lgacf41226610f4
school-43714,lgae62d9de9e5f2
school-43715,lga4774a2311524
school-43716,lgac07fca595aa9
school-43717,lga03a912e8133a
school-43720,lga79b8fe15ee4f
school-43722,lga7aa37c79c7ff
school-43724,lga5971dfaf3433
school-43726,lga11ee462056ba
school-43731,lgab64f14d6026f
school-43732,lga18e5bcb45b78
school-43733,lgaee0b3901a073
school-43734,lga83ebf8381de8
school-43736,lgacd5e92fad2d8
school-43738,lgac20f675def30
school-43739,lgad764fa589d34
school-43740,lgaf99ae76baba3
school-43741,lgacf41226610f4
school-43744,lgab9f1c7ce8f4c
school-43745,lgaba86e982b581
school-43746,lgae04a9b8beff3
school-43747,lga945cdd1aa041
school-43748,lgac1eaec79c7a7
school-43750,lga09dd4fbbc477
school-43751,lgaeea486bb6672
school-43752,lgaf1f1eef13783
school-43753,lgaa70ee11ecfe2
school-43754,lgaa70ee11ecfe2
school-43755,lga18e5bcb45b78
school-43756,lga605d8cdb0eb8
school-43757,lgaee0b3901a073
school-43758,lga88366278284a
school-43759,lga2e987509b39d
school-43760,lga123b323d59f1
school-43761,lgadf196edd3a41
school-43762,lga539121ae6aa1
school-43763,lgae04a9b8beff3
school-43765,lga4ad25c8d4bff
school-43767,lga123b323d59f1
school-43768,lga376d180b8860
school-43769,lga4ab258f19347
school-43770,lga7d9d7fde79ba
school-43771,lga35f80aa51641
school-43772,lga1bf4b9703dd4
school-43774,lga03a912e8133a
school-43775,lga2e987509b39d
school-43776,lga20e7710cab71
school-43777,lgac281ed8b03fe
school-43778,lga35f80aa51641
school-43779,lga123b323d59f1
